experiment,kind,size,np,max_iters,rep,runtime_sec,objective,row_error,col_error,column_syncs,column_payload_bytes,hostnames,local_rows_by_rank,rank_compute_sec,rank_comm_sec,rank_total_sec,max_rank_compute_sec,max_rank_comm_sec,max_rank_overhead_sec,max_rank_total_sec,min_rank_total_sec,rank_imbalance_pct,json
baseline,seq,3000,1,50,3,1.1288939550000001,0.10008101795440717,3.0041238938734866e-09,3.0041239282969055e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,1.1288939550000001,1.1288939550000001,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n3000_iters50_rep3.json
baseline,seq,3000,1,50,4,1.1628225319999999,0.10008101795440717,3.0041238938734866e-09,3.0041239282969055e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,1.1628225319999999,1.1628225319999999,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n3000_iters50_rep4.json
baseline,mpi,3000,3,50,1,1.1478689069999999,0.1000810179544053,3.0041238843325074e-09,3.004123933555286e-09,50,1200000,vmubuntu;VMubuntu;VMubuntu,"[1000, 1000, 1000]","[0.6568902179999996, 0.5003523550000002, 0.36776457]","[0.4880938420000005, 0.6473183650000005, 0.7774732529999999]","[1.145217294, 1.1478689069999999, 1.1456088130000002]",0.6568902179999996,0.7774732529999999,0.000370990000000182,1.1478689069999999,1.145217294,0.23100312098616946,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n3000_np3_iters50_rep1.json
baseline,mpi,3000,3,50,2,0.765928324,0.1000810179544053,3.0041238843325074e-09,3.004123933555286e-09,50,1200000,vmubuntu;VMubuntu;VMubuntu,"[1000, 1000, 1000]","[0.3761280669999998, 0.3980654730000004, 0.2981248719999998]","[0.3872624369999995, 0.36766326199999994, 0.46541686100000046]","[0.763608946, 0.765928324, 0.763689407]",0.3980654730000004,0.46541686100000046,0.0002184420000006515,0.765928324,0.763608946,0.3028191969566122,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n3000_np3_iters50_rep2.json
baseline,mpi,3000,3,50,3,0.992947774,0.1000810179544053,3.0041238843325074e-09,3.004123933555286e-09,50,1200000,vmubuntu;VMubuntu;VMubuntu,"[1000, 1000, 1000]","[0.5713072730000002, 0.5771067860000001, 0.2970909420000001]","[0.41501539499999995, 0.41562421000000027, 0.6920169790000003]","[0.986588578, 0.992947774, 0.989255745]",0.5771067860000001,0.6920169790000003,0.0002659099999998693,0.992947774,0.986588578,0.6404361001165819,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n3000_np3_iters50_rep3.json
baseline,mpi,3000,3,50,4,1.165172063,0.1000810179544053,3.0041238843325074e-09,3.004123933555286e-09,50,1200000,vmubuntu;VMubuntu;VMubuntu,"[1000, 1000, 1000]","[0.41117248699999953, 0.712232027, 0.30069868499999997]","[0.7530588509999996, 0.4516645949999999, 0.8639003389999999]","[1.1644356500000002, 1.165172063, 1.164774688]",0.712232027,0.8639003389999999,0.0012754410000000993,1.165172063,1.1644356500000002,0.063202081768401,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n3000_np3_iters50_rep4.json
baseline,seq,4000,1,50,1,3.400646301,0.10001810744139047,4.003998679814012e-09,4.0039986399695825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,3.400646301,3.400646301,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n4000_iters50_rep1.json
baseline,seq,4000,1,50,2,2.083510048,0.10001810744139047,4.003998679814012e-09,4.0039986399695825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,2.083510048,2.083510048,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n4000_iters50_rep2.json
baseline,seq,4000,1,50,3,2.13745223,0.10001810744139047,4.003998679814012e-09,4.0039986399695825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,2.13745223,2.13745223,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n4000_iters50_rep3.json
baseline,seq,4000,1,50,4,2.262951735,0.10001810744139047,4.003998679814012e-09,4.0039986399695825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,2.262951735,2.262951735,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n4000_iters50_rep4.json
baseline,mpi,4000,3,50,1,1.42837832,0.10001810744138509,4.003998677537188e-09,4.003998671519866e-09,50,1600000,vmubuntu;VMubuntu;VMubuntu,"[1334, 1333, 1333]","[0.6992203780000005, 0.9195008190000004, 0.6451934050000003]","[0.727594057, 0.5083837959999999, 0.7816989359999995]","[1.427063003, 1.42837832, 1.427469476]",0.9195008190000004,0.7816989359999995,0.0005771350000001174,1.42837832,1.427063003,0.09208463763297545,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n4000_np3_iters50_rep1.json
baseline,mpi,4000,3,50,2,1.423241588,0.10001810744138509,4.003998677537188e-09,4.003998671519866e-09,50,1600000,vmubuntu;VMubuntu;VMubuntu,"[1334, 1333, 1333]","[0.9786933390000001, 0.8702491809999993, 0.5437283740000007]","[0.43587877200000014, 0.5525697379999999, 0.8765976740000002]","[1.414883904, 1.423241588, 1.420507142]",0.9786933390000001,0.8765976740000002,0.0004226690000008748,1.423241588,1.414883904,0.5872287649874324,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n4000_np3_iters50_rep2.json
baseline,mpi,4000,3,50,3,1.485660943,0.10001810744138509,4.003998677537188e-09,4.003998671519866e-09,50,1600000,vmubuntu;VMubuntu;VMubuntu,"[1334, 1333, 1333]","[0.9065824370000003, 1.0119163109999998, 0.5311282399999998]","[0.576665037, 0.4734038789999997, 0.952420382]","[1.483537989, 1.485660943, 1.483733402]",1.0119163109999998,0.952420382,0.00034075300000058206,1.485660943,1.483537989,0.1428962651271681,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n4000_np3_iters50_rep3.json
baseline,mpi,4000,3,50,4,1.468367851,0.10001810744138509,4.003998677537188e-09,4.003998671519866e-09,50,1600000,vmubuntu;VMubuntu;VMubuntu,"[1334, 1333, 1333]","[0.8467311010000002, 1.0056018439999996, 0.5279091589999991]","[0.6188814210000003, 0.4623931280000001, 0.9375915109999998]","[1.46599954, 1.468367851, 1.465753819]",1.0056018439999996,0.9375915109999998,0.00038701799999962816,1.468367851,1.465753819,0.17802296599042738,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n4000_np3_iters50_rep4.json
baseline,seq,5000,1,50,1,4.413804549,0.10002145491730256,5.004002774319262e-09,5.0040027965454065e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,4.413804549,4.413804549,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n5000_iters50_rep1.json
baseline,seq,5000,1,50,2,3.227300304,0.10002145491730256,5.004002774319262e-09,5.0040027965454065e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,3.227300304,3.227300304,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n5000_iters50_rep2.json
baseline,seq,5000,1,50,3,3.325595517,0.10002145491730256,5.004002774319262e-09,5.0040027965454065e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,3.325595517,3.325595517,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n5000_iters50_rep3.json
baseline,seq,5000,1,50,4,3.243012321,0.10002145491730256,5.004002774319262e-09,5.0040027965454065e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,3.243012321,3.243012321,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n5000_iters50_rep4.json
baseline,mpi,5000,3,50,1,1.731367826,0.1000214549172947,5.004002762338828e-09,5.004002785513649e-09,50,2000000,vmubuntu;VMubuntu;VMubuntu,"[1667, 1667, 1666]","[1.116763717, 1.1703679939999991, 0.9158024040000006]","[0.6120560430000004, 0.5606748800000004, 0.8128552450000003]","[1.7291846260000001, 1.731367826, 1.7297284179999999]",1.1703679939999991,0.8128552450000003,0.0010707689999990277,1.731367826,1.7291846260000001,0.1260968332213851,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n5000_np3_iters50_rep1.json
baseline,mpi,5000,3,50,2,1.919047884,0.1000214549172947,5.004002762338828e-09,5.004002785513649e-09,50,2000000,vmubuntu;VMubuntu;VMubuntu,"[1667, 1667, 1666]","[1.2213589640000004, 1.463623653, 0.8576788179999999]","[0.6938298229999993, 0.45499893399999963, 1.0564779629999994]","[1.915495905, 1.919047884, 1.914452485]",1.463623653,1.0564779629999994,0.00042529700000043524,1.919047884,1.914452485,0.23946244584692475,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n5000_np3_iters50_rep2.json
baseline,mpi,5000,3,50,3,2.039238094,0.1000214549172947,5.004002762338828e-09,5.004002785513649e-09,50,2000000,vmubuntu;VMubuntu;VMubuntu,"[1667, 1667, 1666]","[1.110132137, 1.5749771829999997, 0.8336160519999996]","[0.9270905359999996, 0.4639080500000011, 1.2051459640000008]","[2.03758049, 2.039238094, 2.038976129]",1.5749771829999997,1.2051459640000008,0.0003578170000003711,2.039238094,2.03758049,0.08128545680257554,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n5000_np3_iters50_rep3.json
baseline,mpi,5000,3,50,4,1.989517282,0.1000214549172947,5.004002762338828e-09,5.004002785513649e-09,50,2000000,vmubuntu;VMubuntu;VMubuntu,"[1667, 1667, 1666]","[1.1104442899999996, 1.5280567859999994, 0.8322368439999996]","[0.8765373630000008, 0.4611268790000004, 1.156022189]","[1.987272766, 1.989517282, 1.9885014890000001]",1.5280567859999994,1.156022189,0.0003336170000002303,1.989517282,1.987272766,0.11281711500106358,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n5000_np3_iters50_rep4.json
baseline,seq,6000,1,50,1,5.859907896999999,0.09999779825360905,6.004001594451993e-09,6.004001623047825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,5.859907896999999,5.859907896999999,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n6000_iters50_rep1.json
baseline,seq,6000,1,50,2,4.534649477,0.09999779825360905,6.004001594451993e-09,6.004001623047825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,4.534649477,4.534649477,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n6000_iters50_rep2.json
baseline,seq,6000,1,50,3,5.054608399,0.09999779825360905,6.004001594451993e-09,6.004001623047825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,5.054608399,5.054608399,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n6000_iters50_rep3.json
baseline,seq,6000,1,50,4,6.15331715,0.09999779825360905,6.004001594451993e-09,6.004001623047825e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.15331715,6.15331715,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n6000_iters50_rep4.json
baseline,mpi,6000,3,50,1,2.862441945,0.09999779825359978,6.0040015687835065e-09,6.004001578595536e-09,50,2400000,vmubuntu;VMubuntu;VMubuntu,"[2000, 2000, 2000]","[2.1827840760000004, 2.108553730000001, 1.3422126350000012]","[0.676296222999999, 0.7531904490000022, 1.5161451719999994]","[2.8597403860000004, 2.862441945, 2.859151003]",2.1827840760000004,1.5161451719999994,0.0007931959999993854,2.862441945,2.859151003,0.11496973784039553,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n6000_np3_iters50_rep1.json
baseline,mpi,6000,3,50,2,2.462826064,0.09999779825359978,6.0040015687835065e-09,6.004001578595536e-09,50,2400000,vmubuntu;VMubuntu;VMubuntu,"[2000, 2000, 2000]","[1.7106384279999993, 1.912537172, 1.2394457429999992]","[0.7494022660000011, 0.549763235, 1.2212841670000012]","[2.460669082, 2.462826064, 2.4612137400000003]",1.912537172,1.2212841670000012,0.0006283879999994246,2.462826064,2.460669082,0.08758158083226504,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n6000_np3_iters50_rep2.json
baseline,mpi,6000,3,50,3,2.437031993,0.09999779825359978,6.0040015687835065e-09,6.004001578595536e-09,50,2400000,vmubuntu;VMubuntu;VMubuntu,"[2000, 2000, 2000]","[1.5737013669999997, 1.8699038050000005, 1.2090359380000018]","[0.8620125890000001, 0.5646686449999998, 1.2277386430000004]","[2.436149933, 2.435128031, 2.437031993]",1.8699038050000005,1.2277386430000004,0.0005555809999997496,2.437031993,2.435128031,0.07812626200513291,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n6000_np3_iters50_rep3.json
baseline,mpi,6000,3,50,4,2.3046468360000003,0.09999779825359978,6.0040015687835065e-09,6.004001578595536e-09,50,2400000,vmubuntu;VMubuntu;VMubuntu,"[2000, 2000, 2000]","[1.5773572529999997, 1.755689248, 1.236176113]","[0.726922623, 0.5482022510000001, 1.0667479189999995]","[2.3046468360000003, 2.304521604, 2.3032042749999997]",1.755689248,1.0667479189999995,0.0006301050000000474,2.3046468360000003,2.3032042749999997,0.06259358169186402,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n6000_np3_iters50_rep4.json
baseline,seq,7000,1,50,1,8.208947384,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.208947384,8.208947384,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n7000_iters50_rep1.json
baseline,seq,7000,1,50,2,6.0705481,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.0705481,6.0705481,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n7000_iters50_rep2.json
baseline,seq,7000,1,50,3,6.492076488,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.492076488,6.492076488,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n7000_iters50_rep3.json
baseline,seq,7000,1,50,4,6.287054763,0.10000462254474766,7.0039613758526246e-09,7.00396134118526e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,6.287054763,6.287054763,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n7000_iters50_rep4.json
baseline,mpi,7000,3,50,1,3.670924626,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;VMubuntu,"[2334, 2333, 2333]","[2.525471242000001, 2.817885938999999, 1.9263170149999982]","[1.1418256239999993, 0.8523203450000008, 1.7376181440000003]","[3.66779072, 3.670924626, 3.665130804]",2.817885938999999,1.7376181440000003,0.0011956450000014662,3.670924626,3.665130804,0.15783004529606556,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n7000_np3_iters50_rep1.json
baseline,mpi,7000,3,50,2,3.3871473450000003,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;VMubuntu,"[2334, 2333, 2333]","[2.3959207970000014, 2.653607664000001, 1.682291038]","[0.9859936070000004, 0.733083202, 1.6995205039999992]","[3.38245905, 3.3871473450000003, 3.382186963]",2.653607664000001,1.6995205039999992,0.0005446459999982611,3.3871473450000003,3.382186963,0.1464471868140756,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n7000_np3_iters50_rep2.json
baseline,mpi,7000,3,50,3,3.632305778,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;VMubuntu,"[2334, 2333, 2333]","[2.468563965, 3.0841787430000016, 1.661282772000002]","[1.161775478, 0.547557582, 1.9687367630000006]","[3.631091224, 3.632305778, 3.630338011]",3.0841787430000016,1.9687367630000006,0.0007517809999999514,3.632305778,3.630338011,0.05417404591646164,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n7000_np3_iters50_rep3.json
baseline,mpi,7000,3,50,4,3.6589850619999997,0.10000462254472511,7.003961358640915e-09,7.003961360538269e-09,50,2800000,vmubuntu;VMubuntu;VMubuntu,"[2334, 2333, 2333]","[2.1637163569999998, 3.071596159, 1.6471054059999988]","[1.4947250429999994, 0.5863402589999976, 2.009682895000001]","[3.6589850619999997, 3.658413179, 3.6571436840000002]",3.071596159,2.009682895000001,0.0005436620000005554,3.6589850619999997,3.6571436840000002,0.05032482966719215,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n7000_np3_iters50_rep4.json
baseline,seq,8000,1,50,1,10.13035124,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.13035124,10.13035124,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n8000_iters50_rep1.json
baseline,seq,8000,1,50,2,8.816719646,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.816719646,8.816719646,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n8000_iters50_rep2.json
baseline,seq,8000,1,50,3,8.002353938,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.002353938,8.002353938,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n8000_iters50_rep3.json
baseline,seq,8000,1,50,4,8.576006725000001,0.09999732950020368,8.003961391426671e-09,8.003961402810794e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,8.576006725000001,8.576006725000001,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n8000_iters50_rep4.json
baseline,mpi,8000,3,50,1,4.39321707,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[3.092426243999999, 3.61574914, 2.2782493809999997]","[1.297094917999998, 0.7765526869999999, 2.1121718389999984]","[4.3913324650000005, 4.39321707, 4.391425065]",3.61574914,2.1121718389999984,0.001811303000003539,4.39321707,4.3913324650000005,0.04289806239872123,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n8000_np3_iters50_rep1.json
baseline,mpi,8000,3,50,2,4.526825499999999,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[3.8511870999999998, 2.860024907999997, 2.1855123300000003]","[0.6720311239999999, 1.666297603999999, 2.3397374999999996]","[4.523860634, 4.526825499999999, 4.525661638]",3.8511870999999998,2.3397374999999996,0.0006424100000004263,4.526825499999999,4.523860634,0.06549547801211321,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n8000_np3_iters50_rep2.json
baseline,mpi,8000,3,50,3,4.600584717,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[2.8459707120000015, 3.9202579970000015, 2.1754193540000024]","[1.7515644980000022, 0.679369902000001, 2.422277264]","[4.597965926, 4.600584717, 4.598220839]",3.9202579970000015,2.422277264,0.0009568179999976945,4.600584717,4.597965926,0.0569230035113517,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n8000_np3_iters50_rep3.json
baseline,mpi,8000,3,50,4,4.636704688,0.09999732950017405,8.003961392971659e-09,8.00396141105073e-09,50,3200000,vmubuntu;VMubuntu;VMubuntu,"[2667, 2667, 2666]","[2.7941744139999996, 3.9991345300000005, 2.173763222999998]","[1.8396216850000002, 0.6370041590000011, 2.4596026210000006]","[4.634254752, 4.636704688, 4.633772500999999]",3.9991345300000005,2.4596026210000006,0.0005659989999984294,4.636704688,4.633772500999999,0.06323859717849584,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n8000_np3_iters50_rep4.json
baseline,seq,9000,1,50,1,12.374905379,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,12.374905379,12.374905379,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n9000_iters50_rep1.json
baseline,seq,9000,1,50,2,10.605875355,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.605875355,10.605875355,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n9000_iters50_rep2.json
baseline,seq,9000,1,50,3,10.111020509,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,10.111020509,10.111020509,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n9000_iters50_rep3.json
baseline,seq,9000,1,50,4,11.808540239,0.09999960189824096,9.00395704661063e-09,9.003957000193225e-09,0,0,vmubuntu,[],[],[],[],nan,nan,nan,11.808540239,11.808540239,0.0,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_seq_n9000_iters50_rep4.json
baseline,mpi,9000,3,50,1,6.593200964999999,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;VMubuntu,"[3000, 3000, 3000]","[5.533860422999999, 4.443740142999998, 2.918465872999998]","[1.0572275720000006, 2.148793738999997, 3.6709776199999995]","[6.591830776, 6.593200964999999, 6.590737268]",5.533860422999999,3.6709776199999995,0.001293775000002384,6.593200964999999,6.590737268,0.0373672365377323,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n9000_np3_iters50_rep1.json
baseline,mpi,9000,3,50,2,5.273470165,0.09999960189822804,9.003957010452488e-09,9.003956967924658e-09,50,3600000,vmubuntu;VMubuntu;VMubuntu,"[3000, 3000, 3000]","[3.814728301000001, 4.588143911000002, 2.840218645000003]","[1.4580606160000038, 0.6839107259999999, 2.4319844600000002]","[5.273470165, 5.273155952, 5.272821286]",4.588143911000002,2.4319844600000002,0.0011013149999976601,5.273470165,5.272821286,0.012304592226698984,mpi-sinkhorn-step/results/bench_cpp_router3_report_suite_safe/baseline_mpi_n9000_np3_iters50_rep2.json
